id,name,city,state,latitude,longitude,length,description,directions,activities,park_id,campground_id
145,Bar Harbor / Oceanside Koa,Bar Harbor,Maine,44.421389,-68.364167,3," Now you can stay in a New Airstream! Come spend the night in an American icon at the Bar Harbor Oceanside KOA! Experience the nostalgia and romance that only an Airstream travel trailer can provide. These special units are fully outfitted and ready for you to enjoy while you experience all that our KOA has to offer. Our Airstream sleeps up to four people, and includes a queen bed and two twin beds. You&amp;amp;#39;ll have all of the comforts of home while you stay in the world&amp;amp;#39;s most unique and recognizable RV - all just a short stroll to the Atlantic shoreline.  While  camping at Bar Harbor Oceanside KOA , watch the sky melt into sunset pastels from your waterfront site. Waterfront sites are perfect for Atlantic shoreline camping. Encompassed by 3,500 feet of Atlantic shoreline along the entrance to  Acadia National Park , youll also be able to enjoy natures beauty from the private, rocky beach. Regular shuttle service allows campers to enjoy all the amenities of the campground and the local area. Whale watching and fishing boats hire out, kayaks are available to rent and restaurant specials include lobster and blueberry pie. ","Situated at the head of Mount Desert Island. Follow Rt 1A to Ellsworth and then Rt 3 toward Bar Harbor on Mount Desert Island. Crossing onto the island , keep to the R and turn R at the first intersection onto County Road.",{camping},,
158,Patten Pond Camping Resort,Ellsworth,Maine,44.539722,-68.49,3,"Choose a spacious pull-thru for your RV, a waterfront tent site, a cottage right on the lake, or a cabin or lodge apartment nestled in the woods. Then launch a canoe, take a swim, or just relax and watch the loons from our peaceful, private beach. We also have great fishing at Patten Pond. Reel in a bass or trout and treat yourself to a delicious dinner! Don&amp;amp;#39;t forget your license.",From The North Take Interstate 95 toward Bangor. Take Exit 182A (formerly Exit 45A) to Interstate 395. Follow Interstate 395 until it ends at Rt. 1A. Turn right on Rt. 1A to Christian Ridge Rd. (watch for sign to Patten Pond) Turn right and go to end. Turn right onto Rts. 1-3. Continue for about six and a-half miles and watch for large Patten Pond Camping Resort sign on the left.  ,{camping},,
104,Blackwoods Campground,Bar Harbor,Maine,44.309722,-68.208056,3,"Blackwoods Campground is located in breathtaking Acadia National Park on the Maine coast. Visitors venture to Acadia for its picturesque scenery, historic sites and recreational activities, including hiking, biking and canoeing.",Six miles south and east of Bar Harbor on State Highway 3. No access from park loop road.,{camping},,
112,Acadia National Park,Bar Harbor,Maine,44.409137,-68.247729,125,"Acadia is a hiker's paradise. Within the park, 125 miles of trails offer choices for all abilities and interests. From flat rambles across meadows to challenging climbs up iron rungs, you can find it here. Terrain varies from rugged shoreline and deep woods to open mountain summits with views of the ocean and outer islands. For those who prefer more level footing, 45 miles of carriage roads are excellent for walking.&lt;br /&gt;<br />Source: National Park Service","From Boston take I-95 north to Augusta, Maine, then Route 3 east to Ellsworth and on to Mount Desert Island.&lt;br /&gt;&lt;br /&gt;Source: National Park Service",{hiking},,
124,Bar Harbor / Oceanside Koa,Bar Harbor,Maine,44.421389,-68.364167,3," Now you can stay in a New Airstream! Come spend the night in an American icon at the Bar Harbor Oceanside KOA! Experience the nostalgia and romance that only an Airstream travel trailer can provide. These special units are fully outfitted and ready for you to enjoy while you experience all that our KOA has to offer. Our Airstream sleeps up to four people, and includes a queen bed and two twin beds. You&amp;amp;#39;ll have all of the comforts of home while you stay in the world&amp;amp;#39;s most unique and recognizable RV - all just a short stroll to the Atlantic shoreline.  While  camping at Bar Harbor Oceanside KOA , watch the sky melt into sunset pastels from your waterfront site. Waterfront sites are perfect for Atlantic shoreline camping. Encompassed by 3,500 feet of Atlantic shoreline along the entrance to  Acadia National Park , youll also be able to enjoy natures beauty from the private, rocky beach. Regular shuttle service allows campers to enjoy all the amenities of the campground and the local area. Whale watching and fishing boats hire out, kayaks are available to rent and restaurant specials include lobster and blueberry pie. ","Situated at the head of Mount Desert Island. Follow Rt 1A to Ellsworth and then Rt 3 toward Bar Harbor on Mount Desert Island. Crossing onto the island , keep to the R and turn R at the first intersection onto County Road.",{camping},,
135,Blackwoods Campground,Bar Harbor,Maine,44.309722,-68.208056,3,"Blackwoods Campground is located in breathtaking Acadia National Park on the Maine coast. Visitors venture to Acadia for its picturesque scenery, historic sites and recreational activities, including hiking, biking and canoeing.",Six miles south and east of Bar Harbor on State Highway 3. No access from park loop road.,{camping},,
147,Narrows Too,Trenton,Maine,44.439167,-68.37,3,"Our beautiful, up-to-date camping resort is still pristine... among the newest in  New England. And it&amp;amp;#39;s all ready for you! So, come camp with us and enjoy our 200 large, long and level full-hookup sites Spectacular oceanfront and oceanview sites Well maintained roads, brand new entertainment center with 60-foot front porch and custom-designed kitchen, great for catered and large group events. Enjoy it all camping season, and then rent it for your special event, off-season from November 1 to April 31. Comfortable, outdoor gathering areas and community fire circles We&amp;amp;#39;ll set them up and start the fire whenever you&amp;amp;#39;re ready. Then, bring some wood and  keep your fire going. Have a great time sharing stories and getting to know your fellow campers. Sparkling, heated pool with a newly expanded patio, so you have plenty of room for  sunning and chatting. Wi-fi access - $$Resort office and store Laundry and bathhouses. Plus,  you&amp;amp;#39;ll love our nightly entertainment, and ice cream socials. And, our great central location  overlooking Mt. Desert Island makes Narrows Too a great place to take off from too. Walk or bike the carriage roads or tackle more than 120 miles of hiking trails  in Acadia National Park. Stroll historic Bar Harbor or take a day trip to the Asticou Inn in Northeast Harbor and enjoy the mountainside park, wildland hiking trails, and beautiful formal gardens overlooking  the sea. Love nature? Visit the Mount Desert Oceanarium and experience a lobster hatchery, a  living salt marsh, and a whale exhibit. There&amp;amp;#39;s lots to do and see in and around Narrows Too Camping Resort. Come for a few days...you&amp;amp;#39;ll want to stay for the season!","From Interstate Highway 95  Take Interstate 95 to Bangor. Take Exit 182A (formerly Exit 45A) to Interstate 395 East. Take Route 1A south, to Ellsworth. Continue on Route 1A through Ellsworth. Route 1A will become Route 3 East when you cross Main St. Stay in right lane and continue for about 7 miles. Watch for Narrows Too Camping Resort on the left.  From Coastal Route 1  From the South: Continue on Route 1 through Ellsworth on Main St. At the second traffic light, turn right on Route 1A. Route 1A will become Route 3 East. Stay in right lane and continue for about 7 miles. Watch for Narrows Too Camping Resort on the left. From the North: Turn left (south) on Route 3. Stay in right lane and continue for about 7 miles. Watch for Narrows Too Camping Resort on the left.",{camping},,
159,Seawall Campground,Southwest Harbor,Maine,44.238611,-68.302778,3,"Seawall Campground is located in breathtaking Acadia National Park on the western side of Mount Desert Island on the Maine Coast.     The campground is approximately 18 miles from Bar Harbor and the park loop road. Visitors venture to Acadia for its picturesque scenery, historic sites and recreational activities, including hiking, biking and canoeing.","From Boston, take I-95 north to Augusta, Maine, then Route 3 east to Ellsworth and on to Mount Desert Island.  For an alternate route, continue on I-95 north to Bangor, Maine, then take Route 1A east to Ellsworth. In Ellsworth, take Route 3 to Mount Desert Island. At first traffic light on Mount Desert Island, bear right onto Route 102. Stay on 102 for approximately 11.5 miles. You will pass through Somesville and the town of Southwest Harbor. As you leave Southwest Harbor, turn left onto Route 102A and travel approximately 3.5 miles. Campground entrance is on the right.",{camping},,
169,Donnell Pond Public Reserved Land,Ellsworth,Maine,44.583306,-68.091251,105,"Schoodic Mountain<br />Schoodic Mt. can be climbed as a loop (2.8 miles) or an up and back (2.5 miles). Allow 2 hours. The mountain's summit is bare and flat with 360 degree views, including dramatic views over Frenchman Bay and Mount Desert Island. The most direct route up Schoodic Mountain leaves from the rear of the Schoodic Beach parking area. However, a popular route on a hot summer day combines an ascent from the parking area with a descent to Schoodic Beach for a refreshing swim before the half-mile walk back to the parking area. The western half of Schoodic Mountain's summit, including the communications tower, is private property. Please respect our neighbors and stay on marked trails.<br /><br />Black Mountain<br />The Black Mountain Cliffs Loop (2.9 miles - allow 2 hours) starts at the Schoodic Beach parking area, a popular trailhead leading to Schoodic Mountain, Schoodic Beach on Donnell Pond, and Black Mountain. The loop includes a roughly half-mile walk to Schoodic Beach from the parking area as well as 2.4 miles of hiking trail leading up to and back from the cliffs on the southwest flank of Black Mt. The loop also offers a trail link to Black Mt.'s western summit and the Caribou Loop Trail.<br /><br />The Big Chief Trail (2.6 miles - allow 2 hours) on Black Mountain starts 2.2 miles down the Black Mountain Road, at a small trailhead parking area. It climbs steadily for approximately 0.6 miles through mixed woods and transitions into spruce and fir shortly before crossing onto open ledges with extensive views over the southern half of Tunk Lake and on towards the coast. A 1.4 mile loop around tiny Wizard Pond using a portion of the interconnected Caribou Loop Trail includes a stop atop Black Mt.'s attractive East Peak before returning to the 0.6 mile trail segment leading back to the trailhead.<br /><br />Caribou Loop Trail<br />The Caribou Loop Trail (minimum 7 miles - allow 6-8 hours) ties together rugged Black and Caribou Mountains to create over 6 miles of backcountry hiking in Downeast Maine. The core loop is 6.1 miles, though hikers will need to add at least 0.9 miles of trail (one-way) to reach the core loop. Multiple access points mean that hikers can combine different sections of the loop into unique experiences. Access points include the Schoodic Beach/Mt. and Big Chief trailheads as well as the Caribou Mt. Trail, a 0.9 mile trail located approximately 1 mile down the Dynamite Brook Rd (accessed off Rt. 182 between Franklin and Cherryfield).<br /><br />Tunk Mountain<br />The new Tunk Mt. and Hidden Ponds Trails provide the opportunity to explore scenic ponds and climb a low but brawny mountain with inspiring views.<br /><br />The Tunk Mt. Trail (3.2 miles roundtrip - allow 3 hours) is an up and back hike involving some steep climbing once above Mud Pond (reached at approximately 0.7 miles). Several vista points with wide-ranging views southward are encountered on the climb. The upper summit area, including a vista northward, is on property owned by the Nature Conservancy.<br /><br />The Hidden Ponds Trail (2 miles roundtrip - allow 1-2 hours) uses the first half-mile of the Tunk Mt. Trail and then loops for one mile around Salmon Pond. This trail, while still involving travel over rocks, roots, and bog-bridging does not include significant climbing. It passes by Salmon and Little Long Pond while being only a short walk from Mud Pond (via the main Tunk Mt. Trail). An interpretive brochure further describing the trail's ecology and geology can be downloaded. The Tunk Mt./Hidden Ponds Trailhead is accessed off Rt. 182 between Franklin and Cherryfield. Hikers can link in to the Caribou Loop Trail by walking south on the Dynamite Brook Rd. for roughly one mile.<br /><br />Downeast Sunrise Trail<br />The Downeast Sunrise Trail is an 85-mile scenic rail trail running along the entire Downeast coastal area connecting multiple scenic conservation areas, intersecting salmon rivers, and providing year round recreation opportunities. It is open to snowmobiles, ATVs, horse-back riders, skiers, hikers, bikers, walkers, and joggers. Between Franklin and Cherryfield (where there are parking areas/trailheads), it passes through several sections of the Donnell Pond Public Lands. Shared-use roads open to vehicular and recreational trail use link the Sunrise Trail with other destinations within Donnell Pond Public Lands.",Access is twelve miles east of Ellsworth off Route 182 or 183.,"{hiking,camping}",,
181,Acadia Carriage Roads,Bar Harbor,Maine,44.32066,-68.25325,45,"OK, I gave this an aerobic difficulty of 8 because I hadn't done any biking in the two or three weeks before attempting this, so maybe someone in a little more shape would find this to be a six or seven.   Not very technical as these are all car-free carriage roads built  by John Rockefeller, Jr, but depending on the trails you take, you may have to face some 700-1000+ ft climbs on gravel roads.  The views, especially in the fall with the color changes, are SPECTACULAR once you reach the peaks of the climbs.  Coming down is a LOT more fun, though be careful in the gravel - very easy to slide out of control.  Trails are also used by hikers and equestrians, so please follow IMBA trail rules.  Overall, I rate this network a 10.  Great to ride, great views, great history, great photo ops.  Great place for a rigid, or even for singlespeeders after some pain.   Also, great chances for some hiking - bikes are not allowed on any of the hiking trails, and there is no single track riding available on the Island (Acadia National Park).   Also, some of the carriage roads are private, and are marked as such - please respect the markings and do not trespass.<br /><br />All of the trail intersections are very clearly marked, though I would highly suggest purchasing a local map/guide book of the trails, which offer information such as points of interest, trail length, difficulty, etc.  These also enable you to find your way back to your car, and you can create your own 'loops'.   Again, there is some serious climbing to be done.<br /><br />Roadies can also climb Cadillac Mountain in the park - the road up is open from one hour before sunrise until midnight, and due to the tourist traffic on the narrow roads, park rangers suggest that you attempt this in the earlier hours.  Cadillac Mountain is 1532 feet high, and is the tallest mountain on the Atlantic coastline.   Please note that not all of the park roads are open to cyclists.","There are several points of entry into the network of trails, depending on which trails you are interested in riding.  The carriage roads in Acadia National Park are located on Mt. Desert Island, off the coast of Maine.  There are several points of entry off of Rt. 233, all marked with brown signs.  Rt. 233 will also take you directly into Bar Harbor, ME.  To get to 233, you can take Rt 3 East from I-95N, and then 3 to 3/198.  Once you have passed through Ellsworth, continue on 3/198 towards Trenton and Bar Harbor.   Or, refer to Rand MacNalley like we did.  In the off season, lodging from bed and breakfasts, to waterfront cabins, to KOA campgrounds can be found anywhere.  ","{""mountain biking"",hiking}",,
192,Breakneck Pond Trail,Bar Harbor,Maine,44.41062,-68.25305,3,"Basically the only trail on the entire island of Mt. Desert that MTB'ing is allowed on. Can be either a shuttled scorching downhill, or an out and back climb and descent (start at Hull's Cove General Store for the out and back).&lt;br /&gt;<br />&lt;br /&gt;<br />This descent will take you past Upper and Lower Breakneck ponds, it can be wet and may require a crossing or two of creeks.&lt;br /&gt;<br />&lt;br /&gt;<br />You come out on a jeep trail, which then becomes Breakneck Rd. Follow the road down to Hull's Cove General Store for a tasty ice cold beverage!","Head west on Main St. in Bar Harbor&lt;br /&gt;&lt;br /&gt;Turn right on Mt. Desert St&lt;br /&gt;&lt;br /&gt;Mt. Desert St. turns into Eagle Lake/Rt. 233, follow it approximately 2.7 out of town, parking is on left (south) side, trial head is approximately 50 yards down hill towards Bar Harbor on right (north) side. Go through gate and follow the singletrack.","{""mountain biking""}",,
335,Acadia Carriage Roads,Bar Harbor,Maine,44.32066,-68.25325,45,"OK, I gave this an aerobic difficulty of 8 because I hadn't done any biking in the two or three weeks before attempting this, so maybe someone in a little more shape would find this to be a six or seven.   Not very technical as these are all car-free carriage roads built  by John Rockefeller, Jr, but depending on the trails you take, you may have to face some 700-1000+ ft climbs on gravel roads.  The views, especially in the fall with the color changes, are SPECTACULAR once you reach the peaks of the climbs.  Coming down is a LOT more fun, though be careful in the gravel - very easy to slide out of control.  Trails are also used by hikers and equestrians, so please follow IMBA trail rules.  Overall, I rate this network a 10.  Great to ride, great views, great history, great photo ops.  Great place for a rigid, or even for singlespeeders after some pain.   Also, great chances for some hiking - bikes are not allowed on any of the hiking trails, and there is no single track riding available on the Island (Acadia National Park).   Also, some of the carriage roads are private, and are marked as such - please respect the markings and do not trespass.<br /><br />All of the trail intersections are very clearly marked, though I would highly suggest purchasing a local map/guide book of the trails, which offer information such as points of interest, trail length, difficulty, etc.  These also enable you to find your way back to your car, and you can create your own 'loops'.   Again, there is some serious climbing to be done.<br /><br />Roadies can also climb Cadillac Mountain in the park - the road up is open from one hour before sunrise until midnight, and due to the tourist traffic on the narrow roads, park rangers suggest that you attempt this in the earlier hours.  Cadillac Mountain is 1532 feet high, and is the tallest mountain on the Atlantic coastline.   Please note that not all of the park roads are open to cyclists.","There are several points of entry into the network of trails, depending on which trails you are interested in riding.  The carriage roads in Acadia National Park are located on Mt. Desert Island, off the coast of Maine.  There are several points of entry off of Rt. 233, all marked with brown signs.  Rt. 233 will also take you directly into Bar Harbor, ME.  To get to 233, you can take Rt 3 East from I-95N, and then 3 to 3/198.  Once you have passed through Ellsworth, continue on 3/198 towards Trenton and Bar Harbor.   Or, refer to Rand MacNalley like we did.  In the off season, lodging from bed and breakfasts, to waterfront cabins, to KOA campgrounds can be found anywhere.  ","{""mountain biking"",hiking}",,
113,Bar Harbor / Oceanside Koa,Bar Harbor,Maine,44.421389,-68.364167,3," Now you can stay in a New Airstream! Come spend the night in an American icon at the Bar Harbor Oceanside KOA! Experience the nostalgia and romance that only an Airstream travel trailer can provide. These special units are fully outfitted and ready for you to enjoy while you experience all that our KOA has to offer. Our Airstream sleeps up to four people, and includes a queen bed and two twin beds. You&amp;amp;#39;ll have all of the comforts of home while you stay in the world&amp;amp;#39;s most unique and recognizable RV - all just a short stroll to the Atlantic shoreline.  While  camping at Bar Harbor Oceanside KOA , watch the sky melt into sunset pastels from your waterfront site. Waterfront sites are perfect for Atlantic shoreline camping. Encompassed by 3,500 feet of Atlantic shoreline along the entrance to  Acadia National Park , youll also be able to enjoy natures beauty from the private, rocky beach. Regular shuttle service allows campers to enjoy all the amenities of the campground and the local area. Whale watching and fishing boats hire out, kayaks are available to rent and restaurant specials include lobster and blueberry pie. ","Situated at the head of Mount Desert Island. Follow Rt 1A to Ellsworth and then Rt 3 toward Bar Harbor on Mount Desert Island. Crossing onto the island , keep to the R and turn R at the first intersection onto County Road.",{camping},,
126,Mount Desert Narrows Rv Resort,Bar Harbor,Maine,44.419444,-68.338333,3,"This oceanfront resort provides something for everyone. Visitors to Mt. Desert Narrows enjoy all that Bar Harbor has to offer including activities, from swimming to boating to bird watching. Kids love our huge playground, heated pool, video arcade, hayrides, and ice cream socials. And everyone gathers for live entertainment almost every night!","From Interstate Highway 95 Take Interstate 95 to Bangor. Take Exit 182A (formerly Exit 45A) to Interstate 395 East. Take Route 1A South, to Ellsworth. Continue on Route 1A through Ellsworth. Route 1A will become Route 3 East when you cross Main St. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left.  From Coastal Route 1 From the South: Continue on Route 1 through Ellsworth on Main St. At the second traffic light, turn right on Route 1A. Route 1A will become Route 3 East. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left. From the North: Turn left (south) on Route 3. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left.  ",{camping},,
136,Mount Desert Narrows Rv Resort,Bar Harbor,Maine,44.419444,-68.338333,3,"This oceanfront resort provides something for everyone. Visitors to Mt. Desert Narrows enjoy all that Bar Harbor has to offer including activities, from swimming to boating to bird watching. Kids love our huge playground, heated pool, video arcade, hayrides, and ice cream socials. And everyone gathers for live entertainment almost every night!","From Interstate Highway 95 Take Interstate 95 to Bangor. Take Exit 182A (formerly Exit 45A) to Interstate 395 East. Take Route 1A South, to Ellsworth. Continue on Route 1A through Ellsworth. Route 1A will become Route 3 East when you cross Main St. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left.  From Coastal Route 1 From the South: Continue on Route 1 through Ellsworth on Main St. At the second traffic light, turn right on Route 1A. Route 1A will become Route 3 East. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left. From the North: Turn left (south) on Route 3. Stay in right lane and continue for about 10 miles. After crossing a short bridge onto Mt. Desert Island, go left at the fork (towards Bar Harbor). Go for about a mile and watch for Mt. Desert Narrows Camping Resort on the left.  ",{camping},,
148,Patten Pond Camping Resort,Ellsworth,Maine,44.539722,-68.49,3,"Choose a spacious pull-thru for your RV, a waterfront tent site, a cottage right on the lake, or a cabin or lodge apartment nestled in the woods. Then launch a canoe, take a swim, or just relax and watch the loons from our peaceful, private beach. We also have great fishing at Patten Pond. Reel in a bass or trout and treat yourself to a delicious dinner! Don&amp;amp;#39;t forget your license.",From The North Take Interstate 95 toward Bangor. Take Exit 182A (formerly Exit 45A) to Interstate 395. Follow Interstate 395 until it ends at Rt. 1A. Turn right on Rt. 1A to Christian Ridge Rd. (watch for sign to Patten Pond) Turn right and go to end. Turn right onto Rts. 1-3. Continue for about six and a-half miles and watch for large Patten Pond Camping Resort sign on the left.  ,{camping},,
155,Blackwoods Campground,Bar Harbor,Maine,44.309722,-68.208056,3,"Blackwoods Campground is located in breathtaking Acadia National Park on the Maine coast. Visitors venture to Acadia for its picturesque scenery, historic sites and recreational activities, including hiking, biking and canoeing.",Six miles south and east of Bar Harbor on State Highway 3. No access from park loop road.,{camping},,
165,Blackwoods Campground,Bar Harbor,Maine,44.309722,-68.208056,3,"Blackwoods Campground is located in breathtaking Acadia National Park on the Maine coast. Visitors venture to Acadia for its picturesque scenery, historic sites and recreational activities, including hiking, biking and canoeing.",Six miles south and east of Bar Harbor on State Highway 3. No access from park loop road.,{camping},,
175,Blackwoods Campground,Bar Harbor,Maine,44.309722,-68.208056,3,"Blackwoods Campground is located in breathtaking Acadia National Park on the Maine coast. Visitors venture to Acadia for its picturesque scenery, historic sites and recreational activities, including hiking, biking and canoeing.",Six miles south and east of Bar Harbor on State Highway 3. No access from park loop road.,{camping},,
341,Acadia Carriage Roads,Bar Harbor,Maine,44.32066,-68.25325,45,"OK, I gave this an aerobic difficulty of 8 because I hadn't done any biking in the two or three weeks before attempting this, so maybe someone in a little more shape would find this to be a six or seven.   Not very technical as these are all car-free carriage roads built  by John Rockefeller, Jr, but depending on the trails you take, you may have to face some 700-1000+ ft climbs on gravel roads.  The views, especially in the fall with the color changes, are SPECTACULAR once you reach the peaks of the climbs.  Coming down is a LOT more fun, though be careful in the gravel - very easy to slide out of control.  Trails are also used by hikers and equestrians, so please follow IMBA trail rules.  Overall, I rate this network a 10.  Great to ride, great views, great history, great photo ops.  Great place for a rigid, or even for singlespeeders after some pain.   Also, great chances for some hiking - bikes are not allowed on any of the hiking trails, and there is no single track riding available on the Island (Acadia National Park).   Also, some of the carriage roads are private, and are marked as such - please respect the markings and do not trespass.<br /><br />All of the trail intersections are very clearly marked, though I would highly suggest purchasing a local map/guide book of the trails, which offer information such as points of interest, trail length, difficulty, etc.  These also enable you to find your way back to your car, and you can create your own 'loops'.   Again, there is some serious climbing to be done.<br /><br />Roadies can also climb Cadillac Mountain in the park - the road up is open from one hour before sunrise until midnight, and due to the tourist traffic on the narrow roads, park rangers suggest that you attempt this in the earlier hours.  Cadillac Mountain is 1532 feet high, and is the tallest mountain on the Atlantic coastline.   Please note that not all of the park roads are open to cyclists.","There are several points of entry into the network of trails, depending on which trails you are interested in riding.  The carriage roads in Acadia National Park are located on Mt. Desert Island, off the coast of Maine.  There are several points of entry off of Rt. 233, all marked with brown signs.  Rt. 233 will also take you directly into Bar Harbor, ME.  To get to 233, you can take Rt 3 East from I-95N, and then 3 to 3/198.  Once you have passed through Ellsworth, continue on 3/198 towards Trenton and Bar Harbor.   Or, refer to Rand MacNalley like we did.  In the off season, lodging from bed and breakfasts, to waterfront cabins, to KOA campgrounds can be found anywhere.  ","{""mountain biking"",hiking}",,
118,Patten Pond Camping Resort,Ellsworth,Maine,44.539722,-68.49,3,"Choose a spacious pull-thru for your RV, a waterfront tent site, a cottage right on the lake, or a cabin or lodge apartment nestled in the woods. Then launch a canoe, take a swim, or just relax and watch the loons from our peaceful, private beach. We also have great fishing at Patten Pond. Reel in a bass or trout and treat yourself to a delicious dinner! Don&amp;amp;#39;t forget your license.",From The North Take Interstate 95 toward Bangor. Take Exit 182A (formerly Exit 45A) to Interstate 395. Follow Interstate 395 until it ends at Rt. 1A. Turn right on Rt. 1A to Christian Ridge Rd. (watch for sign to Patten Pond) Turn right and go to end. Turn right onto Rts. 1-3. Continue for about six and a-half miles and watch for large Patten Pond Camping Resort sign on the left.  ,{camping},,
122,Breakneck Pond Trail,Bar Harbor,Maine,44.41062,-68.25305,3,"Basically the only trail on the entire island of Mt. Desert that MTB'ing is allowed on. Can be either a shuttled scorching downhill, or an out and back climb and descent (start at Hull's Cove General Store for the out and back).&lt;br /&gt;<br />&lt;br /&gt;<br />This descent will take you past Upper and Lower Breakneck ponds, it can be wet and may require a crossing or two of creeks.&lt;br /&gt;<br />&lt;br /&gt;<br />You come out on a jeep trail, which then becomes Breakneck Rd. Follow the road down to Hull's Cove General Store for a tasty ice cold beverage!","Head west on Main St. in Bar Harbor&lt;br /&gt;&lt;br /&gt;Turn right on Mt. Desert St&lt;br /&gt;&lt;br /&gt;Mt. Desert St. turns into Eagle Lake/Rt. 233, follow it approximately 2.7 out of town, parking is on left (south) side, trial head is approximately 50 yards down hill towards Bar Harbor on right (north) side. Go through gate and follow the singletrack.","{""mountain biking""}",,
131,Breakneck Pond Trail,Bar Harbor,Maine,44.41062,-68.25305,3,"Basically the only trail on the entire island of Mt. Desert that MTB'ing is allowed on. Can be either a shuttled scorching downhill, or an out and back climb and descent (start at Hull's Cove General Store for the out and back).&lt;br /&gt;<br />&lt;br /&gt;<br />This descent will take you past Upper and Lower Breakneck ponds, it can be wet and may require a crossing or two of creeks.&lt;br /&gt;<br />&lt;br /&gt;<br />You come out on a jeep trail, which then becomes Breakneck Rd. Follow the road down to Hull's Cove General Store for a tasty ice cold beverage!","Head west on Main St. in Bar Harbor&lt;br /&gt;&lt;br /&gt;Turn right on Mt. Desert St&lt;br /&gt;&lt;br /&gt;Mt. Desert St. turns into Eagle Lake/Rt. 233, follow it approximately 2.7 out of town, parking is on left (south) side, trial head is approximately 50 yards down hill towards Bar Harbor on right (north) side. Go through gate and follow the singletrack.","{""mountain biking""}",,
141,Acadia National Park,Bar Harbor,Maine,44.409137,-68.247729,125,"Acadia is a hiker's paradise. Within the park, 125 miles of trails offer choices for all abilities and interests. From flat rambles across meadows to challenging climbs up iron rungs, you can find it here. Terrain varies from rugged shoreline and deep woods to open mountain summits with views of the ocean and outer islands. For those who prefer more level footing, 45 miles of carriage roads are excellent for walking.&lt;br /&gt;<br />Source: National Park Service","From Boston take I-95 north to Augusta, Maine, then Route 3 east to Ellsworth and on to Mount Desert Island.&lt;br /&gt;&lt;br /&gt;Source: National Park Service",{hiking},,
151,Acadia Carriage Roads,Bar Harbor,Maine,44.32066,-68.25325,45,"OK, I gave this an aerobic difficulty of 8 because I hadn't done any biking in the two or three weeks before attempting this, so maybe someone in a little more shape would find this to be a six or seven.   Not very technical as these are all car-free carriage roads built  by John Rockefeller, Jr, but depending on the trails you take, you may have to face some 700-1000+ ft climbs on gravel roads.  The views, especially in the fall with the color changes, are SPECTACULAR once you reach the peaks of the climbs.  Coming down is a LOT more fun, though be careful in the gravel - very easy to slide out of control.  Trails are also used by hikers and equestrians, so please follow IMBA trail rules.  Overall, I rate this network a 10.  Great to ride, great views, great history, great photo ops.  Great place for a rigid, or even for singlespeeders after some pain.   Also, great chances for some hiking - bikes are not allowed on any of the hiking trails, and there is no single track riding available on the Island (Acadia National Park).   Also, some of the carriage roads are private, and are marked as such - please respect the markings and do not trespass.<br /><br />All of the trail intersections are very clearly marked, though I would highly suggest purchasing a local map/guide book of the trails, which offer information such as points of interest, trail length, difficulty, etc.  These also enable you to find your way back to your car, and you can create your own 'loops'.   Again, there is some serious climbing to be done.<br /><br />Roadies can also climb Cadillac Mountain in the park - the road up is open from one hour before sunrise until midnight, and due to the tourist traffic on the narrow roads, park rangers suggest that you attempt this in the earlier hours.  Cadillac Mountain is 1532 feet high, and is the tallest mountain on the Atlantic coastline.   Please note that not all of the park roads are open to cyclists.","There are several points of entry into the network of trails, depending on which trails you are interested in riding.  The carriage roads in Acadia National Park are located on Mt. Desert Island, off the coast of Maine.  There are several points of entry off of Rt. 233, all marked with brown signs.  Rt. 233 will also take you directly into Bar Harbor, ME.  To get to 233, you can take Rt 3 East from I-95N, and then 3 to 3/198.  Once you have passed through Ellsworth, continue on 3/198 towards Trenton and Bar Harbor.   Or, refer to Rand MacNalley like we did.  In the off season, lodging from bed and breakfasts, to waterfront cabins, to KOA campgrounds can be found anywhere.  ","{""mountain biking"",hiking}",,
